match_id,radiant_win
6,0.82466041663
7,0.757170080328
10,0.187787881166
13,0.86248537863
16,0.239931236
18,0.379116912735
19,0.528690405231
24,0.565868877486
33,0.215928860341
37,0.671462818233
41,0.156274797543
42,0.326855151542
55,0.233360885411
60,0.673617807572
62,0.554618523066
63,0.600230388596
64,0.0898934594046
71,0.553650228235
72,0.317542754712
83,0.501328575617
85,0.782540051931
89,0.93006337612
92,0.755659843161
100,0.959060726841
102,0.883232218274
108,0.537279381897
111,0.777219725018
126,0.180010309986
130,0.0516485085775
140,0.790166839342
141,0.252992758723
152,0.839224647463
153,0.740210696979
159,0.554957020517
160,0.580483133399
163,0.601451762968
178,0.558862981828
179,0.356626840497
181,0.678003333267
196,0.1455877528
206,0.116380647884
209,0.547538174305
216,0.549092614367
228,0.0761330047204
230,0.418376516245
242,0.717422706458
245,0.168440883241
261,0.499993691792
274,0.475016864466
282,0.740595218212
289,0.52210489557
296,0.0953625423552
297,0.607838814205
302,0.302604720601
304,0.0226873958874
313,0.799161559817
316,0.490351247366
317,0.414616984033
344,0.879004052922
348,0.74667782844
352,0.505986175373
354,0.555624667011
361,0.451898584403
362,0.217746602177
363,0.742046834455
365,0.397202682943
375,0.295805574688
380,0.320479866682
384,0.535116642967
394,0.773941699994
399,0.60366427719
404,0.725406810049
406,0.650243421366
430,0.14728406685
432,0.328277850684
443,0.461951802182
463,0.612922729907
467,0.525128746514
474,0.184193051086
488,0.224342976555
502,0.907825052611
503,0.262696311451
507,0.286474717744
508,0.384108271952
509,0.448651739402
516,0.352880153116
528,0.275743029425
542,0.609395441082
547,0.176447777793
552,0.548600078414
555,0.612461250025
561,0.633815062758
569,0.805739671865
575,0.949301570033
576,0.811639506704
582,0.183525281946
585,0.444964032565
586,0.559337094742
590,0.801738971053
592,0.224956416802
598,0.394103636274
599,0.267578046888
600,0.73244168619
601,0.550724636555
603,0.30940776365
617,0.465611208243
628,0.460691082519
634,0.138390787375
635,0.30483044247
639,0.419371284189
644,0.654583427885
646,0.750915435478
650,0.0829273773731
659,0.835674397214
663,0.37352958192
668,0.641732058147
670,0.403347561055
678,0.419909212828
679,0.272200812493
686,0.780384551709
694,0.276407899468
696,0.896816578913
702,0.891298214588
709,0.383842856369
712,0.359447321407
723,0.220423579136
729,0.42512322168
733,0.734027300224
735,0.382255922606
737,0.366880500108
749,0.689122894437
752,0.47695830696
767,0.919077044517
771,0.118377410696
778,0.492940253174
780,0.748895963445
790,0.491486493991
797,0.365220182645
802,0.323199043454
805,0.708880172014
807,0.774486936838
808,0.84414392455
811,0.337167224931
815,0.12730945527
820,0.754397837532
838,0.160586214135
861,0.152084705955
886,0.224881295184
889,0.103250424709
904,0.645782670122
913,0.437535106895
928,0.702003631013
931,0.612208916718
932,0.671403677669
945,0.740573700468
953,0.849997687499
955,0.346411764262
970,0.537666958801
972,0.414520272653
978,0.577289932598
982,0.788969795252
983,0.721985333682
984,0.329815993149
987,0.549350536109
1000,0.614194429085
1006,0.6051789527
1014,0.743460200498
1030,0.54120588105
